Restaurant_ ID,Country_Code,Longitude,Latitude,Average_Cost_for_two,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes,Restaurant_name,City,Address,Locality,Locality_verbose,Cuisines,Currency
312942,1,77.27375876,28.65791871,500,0,0,0,0,2,2.7,Orange,Average,17,Ramesh Vaishno Dhaba,New Delhi,439 Jheel Khuranja Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
309168,1,77.27286156,28.65345053,300,0,0,0,0,1,2.8,Orange,Average,50,The Chinese Hut,New Delhi,618 Near 7 Block Gurudwara Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Chinese,Indian RupeesRs
308994,1,0,0,200,0,0,0,0,1,3.5,Yellow,Good,29,Nagpal Di Hatti,New Delhi,131 Budhh Bazar Veer Savarkar Market Gandhinagar Near Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian Street Food,Indian RupeesRs
312943,1,77.2740471,28.65758714,500,0,0,0,0,2,3.5,Yellow,Good,31,Ramesh Vaishno Dhaba,New Delhi,13292 Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18455553,1,0,0,600,0,0,0,0,2,0,White,Not Rated,0,BawejaS Haandi,New Delhi,1189 Near Kanchan Studio And Geeta Colony Police Station Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18377929,1,77.27334738,28.6576701,200,0,0,0,0,1,0,White,Not Rated,3,Chaman Dhaba,New Delhi,4501 Jheel Kuranja Near Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18472628,1,0,0,350,0,0,0,0,1,0,White,Not Rated,0,Insane Foods,New Delhi,Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18435335,1,77.276516,28.6509219,200,0,0,0,0,1,0,White,Not Rated,1,Jo Jo Chinese Fast Food,New Delhi,13283 Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Chinese,Indian RupeesRs
18435787,1,77.2705947,28.656203,200,0,0,0,0,1,0,White,Not Rated,0,Kailash Vaishno Dhaba,New Delhi,Block 8112 Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18435331,1,77.2772052,28.6465239,200,0,0,0,0,1,0,White,Not Rated,0,Khurana Eating Point,New Delhi,1793 Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Chinese,Indian RupeesRs
18364846,1,0,0,100,0,0,0,0,1,0,White,Not Rated,1,Lots Of Food,New Delhi,12124 Geeta Colony Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Chinese,Indian RupeesRs
18438446,1,77.2665213,28.6598571,250,0,0,0,0,1,0,White,Not Rated,0,Madras Cafe,New Delhi,Bhagwan Das Kothi Gandhi Nagar Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,South Indian,Indian RupeesRs
18446496,1,0,0,100,0,0,0,0,1,0,White,Not Rated,0,Parantha On Call,New Delhi,Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18454568,1,77.27064716,28.65482831,300,0,0,0,0,1,0,White,Not Rated,1,Pompas Chicken,New Delhi,Shop 149 Main Road Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18421462,1,77.2743467,28.6541382,250,0,0,0,0,1,0,White,Not Rated,0,Prem Ji Delhi Wale,New Delhi,6174 Near Ramleela Ground Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18435303,1,77.2765693,28.6509197,250,0,0,0,0,1,0,White,Not Rated,0,Punjabi Tandoori Tikka,New Delhi,14132 14 Block Near Gurudwara Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Street Food,Indian RupeesRs
18435314,1,77.2767689,28.6507753,300,0,0,0,0,1,0,White,Not Rated,0,PunjabiS Veg Grill,New Delhi,13288  14 Block Gurudwra Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18435315,1,77.2767586,28.6506851,400,0,0,0,0,1,0,White,Not Rated,3,Shree Banke Foods,New Delhi,13289 14 Block Gurudwra Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Chinese North Indian,Indian RupeesRs
18418234,1,77.2741884,28.6543108,300,0,0,0,0,1,0,White,Not Rated,0,SinghS,New Delhi,6174 Near Ram Leela Ground Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18421470,1,77.2766789,28.6545768,350,0,0,0,0,1,0,White,Not Rated,0,Soya Twist,New Delhi,A2 Krishna Nagar Extension Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian Chinese,Indian RupeesRs
18472613,1,0,0,400,0,0,0,0,1,0,White,Not Rated,0,Spice Studio,New Delhi,Shop 1738 Near Geeta Apartments Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Seafood Mughlai North Indian,Indian RupeesRs
18435307,1,0,0,300,0,0,0,0,1,0,White,Not Rated,1,Tandoori Tadka,New Delhi,13279 Bhawan Mandir Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,Street Food,Indian RupeesRs
18378015,1,77.27505159,28.65821556,200,0,0,0,0,1,0,White,Not Rated,0,Tasty Tandoor,New Delhi,7262 Jheel Khuranja Geeta Colony New Delhi,Geeta Colony,Geeta Colony New Delhi,North Indian,Indian RupeesRs
18460925,1,77.303949,28.665829,800,1,0,0,0,2,0,White,Not Rated,1,The Square Meal,New Delhi,Ginger Hotel Dda Community Center VivekVihar Police Station Vivek Vihar New Delhi,Ginger Hotel Vivek Vihar,Ginger Hotel Vivek Vihar New Delhi,North Indian South Indian Chinese,Indian RupeesRs
9909,1,77.303949,28.665829,1600,0,0,0,0,3,4,Green,Very Good,756,Barbeque Nation,New Delhi,Ginger Hotel Dda Community Center Opposite Eastend Club Vivek Vihar New Delhi,Ginger Hotel Vivek Vihar,Ginger Hotel Vivek Vihar New Delhi,North Indian Chinese,Indian RupeesRs
18423111,1,77.1120546,28.6681812,500,0,1,0,0,2,3.4,Orange,Average,33,Burger King,New Delhi,Shop Gf29 Bg1 Bg2 Gourmet Hub Paschim Vihar New Delhi,Gourmet Hub Pashim Vihar,Gourmet Hub Pashim Vihar New Delhi,Burger Fast Food,Indian RupeesRs
18469938,1,77.2328365,28.5564122,2700,1,0,0,0,4,3,Orange,Average,9,Bed,New Delhi,2Nd Floor N17 N Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,European Sushi Italian,Indian RupeesRs
651,1,77.2365188,28.5497703,750,0,0,0,0,2,2.6,Orange,Average,70,Cafe Coffee Day  The Lounge,New Delhi,M37 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Cafe,Indian RupeesRs
17953916,1,77.2341837,28.5510721,300,0,1,0,0,1,3.3,Orange,Average,70,Hunger Strike,New Delhi,M69 Opposite Yes Bank M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Fast Food,Indian RupeesRs
18168168,1,77.2341388,28.5508438,1000,1,1,0,0,3,3.3,Orange,Average,75,KarimS,New Delhi,M71 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Mughlai North Indian,Indian RupeesRs
7589,1,77.2352165,28.5502291,200,0,0,0,0,1,3.4,Orange,Average,36,Nescafe,New Delhi,M51 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Fast Food Beverages,Indian RupeesRs
1934,1,77.2345429,28.5504788,250,0,0,0,0,1,3.1,Orange,Average,26,New Bengal Sweets,New Delhi,M5 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Chinese South Indian Fast Food,Indian RupeesRs
4385,1,77.2439728,28.5467137,800,0,1,0,0,2,3.3,Orange,Average,146,Red Wok,New Delhi,13 Guru Nanak Market Pamposh Enclave Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Chinese Thai,Indian RupeesRs
309477,1,77.2353512,28.5501971,1000,0,0,0,0,3,3.4,Orange,Average,246,Room Service,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Fast Food Continental,Indian RupeesRs
9835,1,77.2440227,28.5462678,800,1,1,0,0,2,3.3,Orange,Average,89,Samavar,New Delhi,B36 Pamposh Enclave Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Kashmiri Chinese Mughlai,Indian RupeesRs
147,1,77.234992,28.5505215,500,0,1,0,0,2,2.5,Orange,Average,115,Subway,New Delhi,M57 1St Floor M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,American Fast Food Salad Healthy Food,Indian RupeesRs
18237320,1,77.234278,28.5510276,2000,1,0,0,0,4,3.4,Orange,Average,58,The Cocktail House,New Delhi,M69 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Continental,Indian RupeesRs
9980,1,77.243434,28.5469314,350,0,1,0,0,1,2.8,Orange,Average,78,The Food Junction,New Delhi,Opposite R Block Park Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Chinese Healthy Food,Indian RupeesRs
732,1,77.2362493,28.5493861,300,0,1,0,0,1,3,Orange,Average,67,The Kathis,New Delhi,M29 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Fast Food,Indian RupeesRs
311515,1,77.2350504,28.5502088,850,0,1,0,0,2,3.4,Orange,Average,199,The Munchbox,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Continental Fast Food,Indian RupeesRs
309520,1,77.2327916,28.5504467,400,0,0,0,0,1,3.3,Orange,Average,19,The Sugar Story,New Delhi,W Block Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts,Indian RupeesRs
18400736,1,77.24070288,28.54163598,1000,0,1,0,0,3,4.5,Dark Green,Excellent,162,Owl Is Well,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Burger American Fast Food Italian Pizza,Indian RupeesRs
18255193,1,0,0,600,0,0,0,0,2,3.6,Yellow,Good,38,A Piece Of Paris,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Desserts Bakery,Indian RupeesRs
311584,1,77.24227265,28.54865381,1000,0,1,0,0,3,3.8,Yellow,Good,697,Baking Bad,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Pizza Italian,Indian RupeesRs
702,1,77.2368331,28.5484106,300,0,1,0,0,1,3.6,Yellow,Good,56,Baskin Robbins,New Delhi,C8 Hotel Solo Victoria Main Road Near M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Ice Cream,Indian RupeesRs
18313122,1,77.2337795,28.5500924,500,0,1,0,0,2,3.8,Yellow,Good,51,Bliss Bakery,New Delhi,M 2 Next To Sci Hospital Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts,Indian RupeesRs
309156,1,77.2329263,28.5563311,500,0,1,0,0,2,3.7,Yellow,Good,130,Bread  More,New Delhi,N17 N Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts Fast Food,Indian RupeesRs
18268706,1,77.24445798,28.54763391,850,0,1,0,0,2,3.9,Yellow,Good,349,Bun Intended,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Burger American Fast Food,Indian RupeesRs
18415352,1,77.23642308,28.54967193,1000,0,0,0,0,3,3.8,Yellow,Good,50,Cafe Culture,New Delhi,M 33 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Cafe,Indian RupeesRs
3620,1,77.2333753,28.5566428,2200,1,1,0,0,4,3.9,Yellow,Good,347,Cafe Diva,New Delhi,N8 N Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,European Italian,Indian RupeesRs
1902,1,77.233061,28.5564784,1000,0,0,0,0,3,3.5,Yellow,Good,251,Cafe Turtle,New Delhi,3Rd Floor N16 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Cafe Italian Lebanese,Indian RupeesRs
18434596,1,77.23497704,28.56002689,400,0,1,0,0,1,3.5,Yellow,Good,24,Caf Healthilicious,New Delhi,Inside Pacific Sports Complex Near Petrol Pump Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Healthy Food Continental,Indian RupeesRs
311671,1,77.2350818,28.5502611,1000,0,1,0,0,3,3.7,Yellow,Good,263,Captain Grub,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,American Fast Food,Indian RupeesRs
2653,1,77.2330661,28.5501728,300,0,1,0,0,1,3.9,Yellow,Good,155,Cocoberry,New Delhi,S5 Ground Floor M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Desserts,Indian RupeesRs
18377926,1,77.23671846,28.54953822,600,0,1,0,0,2,3.9,Yellow,Good,93,Ding Ding,New Delhi,41  Zamrudpur Near Gurudwara Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Chinese,Indian RupeesRs
309820,1,77.2334652,28.5499281,900,0,1,0,0,2,3.7,Yellow,Good,323,DNer Grill,New Delhi,S13 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Fast Food Turkish,Indian RupeesRs
18034050,1,77.2362942,28.5496144,1500,1,1,0,0,3,3.8,Yellow,Good,227,Elation,New Delhi,M32 2Nd Floor Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Continental Italian Finger Food,Indian RupeesRs
18382372,1,77.2334786,28.5499293,300,0,1,0,0,1,3.5,Yellow,Good,27,Fluffles  The Fluffy Waffle Co,New Delhi,S 13 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Desserts,Indian RupeesRs
302478,1,77.2341837,28.5510721,400,0,0,0,0,1,3.8,Yellow,Good,116,For The Love Of Cake,New Delhi,S Block Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts,Indian RupeesRs
18466978,1,0,0,2100,1,0,0,0,4,3.5,Yellow,Good,22,Gatsby Kitchen  Bar By Club Bw,New Delhi,N4 N Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Continental North Indian,Indian RupeesRs
9840,1,77.2470262,28.5453005,1600,1,0,0,0,3,3.5,Yellow,Good,150,Grills  Platters,New Delhi,A3 Ilodge Hotel Pamposh Enclave Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Continental,Indian RupeesRs
18279463,1,77.2127245,28.5351803,700,0,1,0,0,2,3.7,Yellow,Good,108,Hungry Pistals,New Delhi,B6 Ground Floor Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Fast Food American Italian,Indian RupeesRs
18317517,1,77.234992,28.5503422,1100,0,1,0,0,3,3.9,Yellow,Good,105,JonS Head Grill,New Delhi,M10 1St Floor M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Mexican Italian American,Indian RupeesRs
1215,1,77.2435687,28.5468097,600,0,1,0,0,2,3.7,Yellow,Good,227,Kebabs  Curries,New Delhi,G14 Bhanot Corner R Block Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Mughlai,Indian RupeesRs
18241531,1,77.2358901,28.5498001,1700,1,1,0,0,3,3.8,Yellow,Good,244,Londoners,New Delhi,M25 1St  2Nd Floor With Terrace Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,British Chinese Italian,Indian RupeesRs
3589,1,77.2334652,28.5499281,450,0,1,0,0,1,3.8,Yellow,Good,187,Mad Over Donuts,New Delhi,S13 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Desserts,Indian RupeesRs
1056,1,77.2344254,28.5508679,1250,1,0,0,0,3,3.6,Yellow,Good,229,New Minar,New Delhi,M65 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Mughlai,Indian RupeesRs
5797,1,77.2362677,28.5494743,250,0,0,0,0,1,3.7,Yellow,Good,84,Prince Chaat Corner,New Delhi,M29 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Street Food,Indian RupeesRs
300007,1,77.2334652,28.556472,2000,1,1,0,0,4,3.8,Yellow,Good,223,Side Wok,New Delhi,N11 N Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Burmese Chinese Japanese Malaysian Thai,Indian RupeesRs
303288,1,77.23637111,28.5497965,700,0,0,0,0,2,3.5,Yellow,Good,187,Starbucks,New Delhi,M33 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Cafe,Indian RupeesRs
18371438,1,77.2334203,28.5568711,1800,1,1,0,0,3,3.8,Yellow,Good,54,Thai House By Kylin,New Delhi,N6 1St Floor Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Thai,Indian RupeesRs
308766,1,77.2349022,28.5503337,250,0,0,0,0,1,3.6,Yellow,Good,76,The Chocolate Haven,New Delhi,M Block Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts,Indian RupeesRs
18203180,1,77.233555,28.5563909,2000,0,0,0,0,4,3.8,Yellow,Good,85,The Laidback Cafe,New Delhi,11 N Block Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Continental North Indian Asian,Indian RupeesRs
305166,1,77.2337434,28.550003,200,0,0,0,0,1,3.6,Yellow,Good,66,TibbS Frankie,New Delhi,M2A M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Fast Food,Indian RupeesRs
18291475,1,77.2365188,28.5496806,500,0,0,0,0,2,3.7,Yellow,Good,53,Tirupati Vrindavan,New Delhi,34 1St Floor M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,South Indian,Indian RupeesRs
311737,1,77.2349022,28.550513,400,0,0,0,0,1,3.7,Yellow,Good,48,Wagh Bakri Tea Lounge,New Delhi,M57 1St Floor M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Cafe,Indian RupeesRs
18363391,1,77.2329263,28.556869,1800,1,1,0,0,3,4.2,Green,Very Good,107,Depot48,New Delhi,N 3 Level 2 N Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,American Mexican Finger Food,Indian RupeesRs
18271497,1,77.240961,28.5482151,550,0,1,0,0,2,4.1,Green,Very Good,160,Dezertfox,New Delhi,R45 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts,Indian RupeesRs
18456728,1,77.2340939,28.550974,1000,1,0,0,0,3,4.1,Green,Very Good,22,Druk,New Delhi,71 2Nd Floor MBlock Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Continental Chinese Thai,Indian RupeesRs
310776,1,77.2350818,28.5503508,1400,1,1,0,0,3,4.1,Green,Very Good,826,Gastronomica Kitchen  Bar,New Delhi,2Nd Floor M55 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,European Asian North Indian Italian Continental Pizza,Indian RupeesRs
18456764,1,77.2399315,28.5577145,950,0,1,0,0,2,4.4,Green,Very Good,42,Karate Kitchen,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Asian Chinese Thai,Indian RupeesRs
18418209,1,77.244433,28.54727,750,0,1,0,0,2,4,Green,Very Good,62,Nimtho,New Delhi,1St Floor R Block Pamposh Enclave Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Nepalese,Indian RupeesRs
18382342,1,77.2366984,28.5495184,1000,0,1,0,0,3,4.2,Green,Very Good,111,Noshi  Yum Asian Delivery,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Chinese Thai Japanese,Indian RupeesRs
312302,1,77.2405602,28.5482719,600,0,0,0,0,2,4,Green,Very Good,158,Nutri Punch,New Delhi,M 45 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Healthy Food,Indian RupeesRs
18312632,1,77.23670874,28.54954205,850,0,1,0,0,2,4.1,Green,Very Good,253,Pho King Awesome,New Delhi,41  Zamrudpur Near Gurudwara Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Asian,Indian RupeesRs
18386761,1,77.2356207,28.5497745,1400,1,1,0,0,3,4.1,Green,Very Good,68,Roadhouse Cafe,New Delhi,M22 2Nd Floor Main Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Continental Italian,Indian RupeesRs
307065,1,77.23633256,28.54944192,1900,0,0,0,0,3,4.3,Green,Very Good,1327,SakleyS The Mountain Cafe,New Delhi,M23 M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Cafe Italian Continental Fast Food,Indian RupeesRs
9834,1,77.2439536,28.5469731,800,0,1,0,0,2,4.2,Green,Very Good,237,Shikhara,New Delhi,4 Guru Nanak Market R Block Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Mughlai,Indian RupeesRs
18025105,1,77.25337565,28.55668362,500,0,1,0,0,2,4,Green,Very Good,51,SinyoraS,New Delhi,Greater Kailash Gk 1 Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Italian,Indian RupeesRs
18396409,1,77.23635536,28.54963187,450,0,1,0,0,1,4.3,Green,Very Good,83,Stop My Starvation,New Delhi,M 28 E M Block Market Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Desserts Fast Food,Indian RupeesRs
18365895,1,77.259616,28.538071,800,0,1,0,0,2,4.1,Green,Very Good,81,The Grill Kitchen  Gourmet,New Delhi,Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,North Indian Continental,Indian RupeesRs
308865,1,77.2327504,28.5567356,500,0,0,0,0,2,4.1,Green,Very Good,173,The Sugar Cube,New Delhi,C67A Greater Kailash Gk 1 New Delhi,Greater Kailash Gk 1,Greater Kailash Gk 1 New Delhi,Bakery Desserts,Indian RupeesRs
18278203,1,77.2388987,28.541704,350,0,0,0,0,1,3.1,Orange,Average,7,A Lot Like Cake,New Delhi,E567 Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Bakery Desserts,Indian RupeesRs
305652,1,77.240404,28.541887,500,0,0,0,0,2,3.4,Orange,Average,44,A W Foods,New Delhi,11 Savitri Cinema Complex Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,North Indian,Indian RupeesRs
4299,1,77.2457042,28.5307774,350,0,1,0,0,1,2.9,Orange,Average,77,Angels In My Kitchen,New Delhi,353 S Block Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Bakery Desserts Fast Food,Indian RupeesRs
18423108,1,77.2385097,28.5367217,1000,0,1,0,0,3,3.2,Orange,Average,12,Brown Sugar,New Delhi,33 LSC Masjid Moth Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Cafe Fast Food Continental,Indian RupeesRs
17953926,1,77.240072,28.5398536,300,0,0,0,0,1,3.2,Orange,Average,9,Cakes And Bakes,New Delhi,E572 Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Bakery Fast Food,Indian RupeesRs
310321,1,77.2414931,28.5331658,1800,1,0,0,0,3,3.4,Orange,Average,35,Cdb Cafe,New Delhi,M31 Ground Floor M Block Market Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,North Indian Chinese Continental Italian,Indian RupeesRs
69,1,77.2431379,28.5339137,1100,1,1,0,0,3,3.3,Orange,Average,489,Chungwa,New Delhi,M34 M Block Market Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Chinese Thai Seafood,Indian RupeesRs
202,1,77.2428374,28.5321867,700,0,0,0,0,2,3.2,Orange,Average,138,DominoS Pizza,New Delhi,M83 Main Market Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Pizza Fast Food,Indian RupeesRs
309902,1,77.24218,28.53412,400,0,0,0,0,1,3,Orange,Average,17,Fudged,New Delhi,Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Desserts Bakery,Indian RupeesRs
1916,1,77.2460449,28.5306584,250,0,0,0,0,1,3.2,Orange,Average,12,Gopala,New Delhi,5 S Block Chandan Market Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Mithai Street Food,Indian RupeesRs
5735,1,77.2400467,28.5386726,300,0,1,0,0,1,3.4,Orange,Average,66,Gourmet AffaireS,New Delhi,E556 Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,Bakery Desserts Ice Cream,Indian RupeesRs
2591,1,77.2391233,28.5378256,300,0,0,0,0,1,2.8,Orange,Average,14,Hot N Chilly,New Delhi,17 Lsc Block Masjid Moth Greater Kailash Gk 2 New Delhi,Greater Kailash Gk 2,Greater Kailash Gk 2 New Delhi,North Indian,Indian RupeesRs
